"GeographyCode","KS101EW0001","KS101EW0002","KS101EW0003","KS101EW0004","KS101EW0005","KS101EW0006","KS101EW0007","KS101EW0008","KS101EW0009","KS101EW0010","KS101EW0011","KS101EW0012"
"E00004120",314,155,159,286,28,3,2.28,137.7192982,49.36305732,50.63694268,91.08280255,8.917197452
"E00004121",250,124,126,250,0,0,2.06,121.3592233,49.6,50.4,100,0
"E00004122",236,121,115,236,0,0,2.54,92.91338583,51.27118644,48.72881356,100,0
"E00004123",296,141,155,296,0,11,3.18,93.08176101,47.63513514,52.36486486,100,0
"E00004124",176,89,87,176,0,3,1.67,105.3892216,50.56818182,49.43181818,100,0
"E00004125",268,120,148,268,0,8,0.84,319.047619,44.7761194,55.2238806,100,0
"E00004126",274,140,134,274,0,1,1.59,172.327044,51.09489051,48.90510949,100,0
"E00004127",265,134,131,265,0,2,1.55,170.9677419,50.56603774,49.43396226,100,0
"E00004128",293,135,158,293,0,6,2.73,107.3260073,46.07508532,53.92491468,100,0
"E00004129",265,124,141,265,0,1,1.18,224.5762712,46.79245283,53.20754717,100,0
"E00004130",268,127,141,268,0,7,1.01,265.3465347,47.3880597,52.6119403,100,0
"E00004131",280,143,137,280,0,1,1.84,152.173913,51.07142857,48.92857143,100,0
"E00004132",204,97,107,196,8,0,1.4,145.7142857,47.54901961,52.45098039,96.07843137,3.921568627
"E00004133",255,109,146,255,0,7,1.04,245.1923077,42.74509804,57.25490196,100,0
"E00004134",188,86,102,188,0,2,1.48,127.027027,45.74468085,54.25531915,100,0
"E00004135",143,69,74,143,0,0,0.57,250.877193,48.25174825,51.74825175,100,0
"E00004136",228,106,122,228,0,2,1.55,147.0967742,46.49122807,53.50877193,100,0
"E00004137",272,134,138,272,0,3,1.36,200,49.26470588,50.73529412,100,0
"E00004138",225,111,114,225,0,0,0.89,252.8089888,49.33333333,50.66666667,100,0
"E00004139",333,142,191,333,0,0,0.32,1040.625,42.64264264,57.35735736,100,0
"E00004140",206,86,120,206,0,4,1.49,138.2550336,41.74757282,58.25242718,100,0
"E00004141",188,85,103,188,0,0,1.12,167.8571429,45.21276596,54.78723404,100,0
"E00004142",237,124,113,237,0,0,1.06,223.5849057,52.32067511,47.67932489,100,0
"E00004143",242,124,118,242,0,0,1.99,121.6080402,51.23966942,48.76033058,100,0
"E00004144",230,109,121,230,0,3,1.04,221.1538462,47.39130435,52.60869565,100,0
"E00004145",256,122,134,208,48,3,1.62,158.0246914,47.65625,52.34375,81.25,18.75
"E00004146",249,110,139,249,0,2,1.2,207.5,44.17670683,55.82329317,100,0
"E00004147",225,113,112,225,0,4,1.85,121.6216216,50.22222222,49.77777778,100,0
"E00004148",175,83,92,175,0,5,2.11,82.93838863,47.42857143,52.57142857,100,0
"E00004149",337,155,182,317,20,7,3.23,104.3343653,45.99406528,54.00593472,94.0652819,5.934718101
"E00004150",304,158,146,304,0,3,1.31,232.0610687,51.97368421,48.02631579,100,0
"E00004151",261,119,142,261,0,0,1.1,237.2727273,45.59386973,54.40613027,100,0
"E00004152",243,115,128,243,0,4,2.95,82.37288136,47.32510288,52.67489712,100,0
"E00004153",206,103,103,206,0,2,1.71,120.4678363,50,50,100,0
"E00004154",255,130,125,255,0,0,1.86,137.0967742,50.98039216,49.01960784,100,0
"E00004155",250,127,123,250,0,2,1.11,225.2252252,50.8,49.2,100,0
"E00004156",223,122,101,223,0,0,1.74,128.1609195,54.70852018,45.29147982,100,0
"E00004157",226,114,112,226,0,9,2.5,90.4,50.44247788,49.55752212,100,0
"E00004158",284,137,147,284,0,6,2.16,131.4814815,48.23943662,51.76056338,100,0
"E00004159",394,186,208,394,0,4,0.2,1970,47.20812183,52.79187817,100,0
"E00004160",214,89,125,214,0,5,2.23,95.96412556,41.58878505,58.41121495,100,0
"E00004161",201,92,109,201,0,1,1.49,134.8993289,45.77114428,54.22885572,100,0
"E00004162",248,118,130,248,0,0,1.32,187.8787879,47.58064516,52.41935484,100,0
"E00004163",393,186,207,391,2,9,2.58,152.3255814,47.32824427,52.67175573,99.49109415,0.508905852
"E00004164",383,176,207,383,0,6,0.2,1915,45.95300261,54.04699739,100,0
"E00004165",345,172,173,345,0,2,0.17,2029.411765,49.85507246,50.14492754,100,0
"E00004166",416,195,221,416,0,2,1.38,301.4492754,46.875,53.125,100,0
"E00004167",284,134,150,282,2,11,3.14,90.44585987,47.18309859,52.81690141,99.29577465,0.704225352
"E00004168",194,100,94,194,0,0,1.09,177.9816514,51.54639175,48.45360825,100,0
"E00004169",317,148,169,293,24,13,4.25,74.58823529,46.68769716,53.31230284,92.42902208,7.570977918
"E00004172",229,153,76,229,0,0,3.16,72.46835443,66.81222707,33.18777293,100,0
"E00004173",609,266,343,192,417,15,6.2,98.22580645,43.67816092,56.32183908,31.5270936,68.4729064
"E00004174",274,165,109,274,0,5,4.41,62.13151927,60.2189781,39.7810219,100,0
"E00004175",289,174,115,272,17,4,0.52,555.7692308,60.20761246,39.79238754,94.11764706,5.882352941
"E00004177",296,152,144,105,191,3,2.72,108.8235294,51.35135135,48.64864865,35.47297297,64.52702703
"E00004179",327,148,179,327,0,0,1.52,215.1315789,45.25993884,54.74006116,100,0
"E00004180",283,129,154,283,0,3,0.93,304.3010753,45.58303887,54.41696113,100,0
"E00004181",355,174,181,355,0,1,1.91,185.8638743,49.01408451,50.98591549,100,0
"E00004182",180,81,99,162,18,2,0.61,295.0819672,45,55,90,10
"E00004183",197,92,105,197,0,0,0.37,532.4324324,46.70050761,53.29949239,100,0
"E00004184",210,108,102,210,0,3,0.6,350,51.42857143,48.57142857,100,0
"E00004185",413,216,197,413,0,0,2.92,141.4383562,52.30024213,47.69975787,100,0
"E00004187",488,295,193,488,0,5,3.47,140.6340058,60.45081967,39.54918033,100,0
"E00004188",182,107,75,182,0,2,0.96,189.5833333,58.79120879,41.20879121,100,0
"E00004189",317,224,93,272,45,0,3.54,89.5480226,70.66246057,29.33753943,85.8044164,14.1955836
"E00004190",471,244,227,471,0,2,0.13,3623.076923,51.80467091,48.19532909,100,0
"E00004193",657,326,331,244,413,10,4.76,138.0252101,49.6194825,50.3805175,37.13850837,62.86149163
"E00004194",252,154,98,252,0,1,1.04,242.3076923,61.11111111,38.88888889,100,0
"E00004195",311,169,142,311,0,3,7.85,39.61783439,54.34083601,45.65916399,100,0
"E00004196",211,113,98,211,0,2,0.39,541.025641,53.55450237,46.44549763,100,0
"E00004197",257,123,134,237,20,2,3.64,70.6043956,47.85992218,52.14007782,92.21789883,7.782101167
"E00004198",350,191,159,350,0,2,3.6,97.22222222,54.57142857,45.42857143,100,0
"E00004199",286,158,128,286,0,1,3.37,84.86646884,55.24475524,44.75524476,100,0
"E00004200",248,140,108,248,0,0,1.7,145.8823529,56.4516129,43.5483871,100,0
"E00004201",272,131,141,272,0,6,15.39,17.67381417,48.16176471,51.83823529,100,0
"E00004202",171,98,73,171,0,0,0.46,371.7391304,57.30994152,42.69005848,100,0
"E00004203",319,162,157,319,0,2,2.45,130.2040816,50.78369906,49.21630094,100,0
"E00004204",277,144,133,277,0,4,2.44,113.5245902,51.98555957,48.01444043,100,0
"E00004205",373,179,194,352,21,7,3.43,108.7463557,47.98927614,52.01072386,94.36997319,5.63002681
"E00004206",310,149,161,310,0,5,1.38,224.6376812,48.06451613,51.93548387,100,0
"E00004207",365,177,188,365,0,0,1.81,201.6574586,48.49315068,51.50684932,100,0
