"GeographyCode","QS803EW0001","QS803EW0002","QS803EW0003","QS803EW0004","QS803EW0005","QS803EW0006"
"E00004120",314,153,58,24,20,59
"E00004121",250,135,24,16,14,61
"E00004122",236,133,17,13,15,58
"E00004123",296,174,12,11,16,83
"E00004124",176,104,28,8,6,30
"E00004125",268,135,25,34,20,54
"E00004126",274,152,20,24,29,49
"E00004127",265,161,13,15,22,54
"E00004128",293,149,32,27,19,66
"E00004129",265,136,14,25,30,60
"E00004130",268,141,26,28,25,48
"E00004131",280,128,7,39,47,59
"E00004132",204,128,15,15,16,30
"E00004133",255,136,21,21,25,52
"E00004134",188,115,14,7,17,35
"E00004135",143,74,12,9,18,30
"E00004136",228,128,20,18,25,37
"E00004137",272,129,18,48,25,52
"E00004138",225,110,15,22,20,58
"E00004139",333,188,22,22,47,54
"E00004140",206,104,13,31,14,44
"E00004141",188,102,4,9,12,61
"E00004142",237,109,28,22,27,51
"E00004143",242,132,20,13,24,53
"E00004144",230,150,10,18,16,36
"E00004145",256,128,27,18,21,62
"E00004146",249,145,15,23,28,38
"E00004147",225,136,11,20,20,38
"E00004148",175,102,9,8,14,42
"E00004149",337,198,26,26,27,60
"E00004150",304,128,36,55,42,43
"E00004151",261,151,14,25,21,50
"E00004152",243,140,23,23,16,41
"E00004153",206,96,18,21,18,53
"E00004154",255,110,27,37,28,53
"E00004155",250,104,24,28,36,58
"E00004156",223,113,23,21,19,47
"E00004157",226,113,35,12,16,50
"E00004158",284,165,12,11,24,72
"E00004159",394,215,5,12,23,139
"E00004160",214,123,4,6,7,74
"E00004161",201,117,20,18,15,31
"E00004162",248,106,35,30,41,36
"E00004163",393,207,54,30,24,78
"E00004164",383,203,2,12,28,138
"E00004165",345,177,10,15,25,118
"E00004166",416,234,10,7,31,134
"E00004167",284,193,11,14,8,58
"E00004168",194,114,12,13,15,40
"E00004169",317,172,25,41,19,60
"E00004172",229,114,16,18,19,62
"E00004173",609,276,163,64,33,73
"E00004174",274,109,17,39,23,86
"E00004175",289,156,16,20,21,76
"E00004177",296,146,85,26,10,29
"E00004179",327,192,8,12,14,101
"E00004180",283,107,34,53,37,52
"E00004181",355,227,4,8,12,104
"E00004182",180,96,17,16,7,44
"E00004183",197,136,3,3,7,48
"E00004184",210,116,22,6,16,50
"E00004185",413,151,26,74,69,93
"E00004187",488,225,60,57,49,97
"E00004188",182,73,26,33,22,28
"E00004189",317,92,80,67,33,45
"E00004190",471,274,45,41,15,96
"E00004193",657,311,154,55,62,75
"E00004194",252,112,34,34,27,45
"E00004195",311,148,28,48,39,48
"E00004196",211,128,12,12,19,40
"E00004197",257,133,19,38,29,38
"E00004198",350,124,75,47,34,70
"E00004199",286,128,40,34,28,56
"E00004200",248,100,21,30,27,70
"E00004201",272,183,6,19,16,48
"E00004202",171,103,1,1,3,63
"E00004203",319,183,38,28,24,46
"E00004204",277,160,24,18,25,50
"E00004205",373,251,21,20,21,60
"E00004206",310,231,8,9,6,56
"E00004207",365,195,11,40,16,103
"E00004208",303,187,17,10,8,81
"E00004209",271,161,25,20,7,58
"E00004210",323,194,5,14,19,91
