"GeographyCode","KS205EW0001","KS205EW0002","KS205EW0003","KS205EW0004","KS205EW0005","KS205EW0006","KS205EW0007","KS205EW0008","KS205EW0009","KS205EW0010","KS205EW0011","KS205EW0012","KS205EW0013","KS205EW0014","KS205EW0015","KS205EW0016","KS205EW0017","KS205EW0018","KS205EW0019","KS205EW0020","KS205EW0021","KS205EW0022","KS205EW0023","KS205EW0024","KS205EW0025"
"E00004120",314,2,197,7,47,6,6,27,35,0,1,7,0,0.636942675159236,62.7388535031847,2.22929936305732,14.968152866242,1.91082802547771,1.91082802547771,8.59872611464968,11.1464968152866,0,0.318471337579618,2.22929936305732,0
"E00004121",250,4,161,4,39,12,1,12,20,0,6,15,0,1.6,64.4,1.6,15.6,4.8,0.4,4.8,8,0,2.4,6,0
"E00004122",236,1,166,8,26,3,5,32,8,0,2,8,0,0.423728813559322,70.3389830508475,3.38983050847458,11.0169491525424,1.27118644067797,2.11864406779661,13.5593220338983,3.38983050847458,0,0.847457627118644,3.38983050847458,0
"E00004123",296,4,242,4,29,2,8,16,16,4,0,9,0,1.35135135135135,81.7567567567568,1.35135135135135,9.7972972972973,0.675675675675676,2.7027027027027,5.40540540540541,5.40540540540541,1.35135135135135,0,3.04054054054054,0
"E00004124",176,5,111,1,22,3,3,18,14,1,1,7,0,2.84090909090909,63.0681818181818,0.568181818181818,12.5,1.70454545454545,1.70454545454545,10.2272727272727,7.95454545454545,0.568181818181818,0.568181818181818,3.97727272727273,0
"E00004125",268,5,166,11,36,5,5,16,22,0,1,22,0,1.86567164179104,61.9402985074627,4.1044776119403,13.4328358208955,1.86567164179104,1.86567164179104,5.97014925373134,8.2089552238806,0,0.373134328358209,8.2089552238806,0
"E00004126",274,6,175,5,45,8,3,9,20,1,4,18,0,2.18978102189781,63.8686131386861,1.82481751824817,16.4233576642336,2.91970802919708,1.09489051094891,3.28467153284672,7.2992700729927,0.364963503649635,1.45985401459854,6.56934306569343,0
"E00004127",265,7,193,8,24,4,1,13,15,0,1,11,0,2.64150943396226,72.8301886792453,3.0188679245283,9.05660377358491,1.50943396226415,0.377358490566038,4.90566037735849,5.66037735849057,0,0.377358490566038,4.15094339622642,0
"E00004128",293,7,180,4,45,6,2,23,38,0,3,19,0,2.38907849829352,61.4334470989761,1.36518771331058,15.358361774744,2.04778156996587,0.68259385665529,7.84982935153584,12.9692832764505,0,1.02389078498294,6.48464163822526,0
"E00004129",265,6,173,3,43,4,5,20,20,0,4,9,0,2.26415094339623,65.2830188679245,1.13207547169811,16.2264150943396,1.50943396226415,1.88679245283019,7.54716981132075,7.54716981132075,0,1.50943396226415,3.39622641509434,0
"E00004130",268,8,160,11,56,2,5,15,21,0,1,14,1,2.98507462686567,59.7014925373134,4.1044776119403,20.8955223880597,0.746268656716418,1.86567164179104,5.59701492537313,7.83582089552239,0,0.373134328358209,5.22388059701492,0.373134328358209
"E00004131",280,3,159,12,35,14,2,33,39,0,2,15,0,1.07142857142857,56.7857142857143,4.28571428571429,12.5,5,0.714285714285714,11.7857142857143,13.9285714285714,0,0.714285714285714,5.35714285714286,0
"E00004132",204,5,142,1,37,10,0,4,20,0,0,4,0,2.45098039215686,69.6078431372549,0.490196078431373,18.1372549019608,4.90196078431373,0,1.96078431372549,9.80392156862745,0,0,1.96078431372549,0
"E00004133",255,7,158,9,44,14,3,6,21,0,0,19,0,2.74509803921569,61.9607843137255,3.52941176470588,17.2549019607843,5.49019607843137,1.17647058823529,2.35294117647059,8.23529411764706,0,0,7.45098039215686,0
"E00004134",188,3,136,2,16,8,3,18,13,2,0,1,1,1.59574468085106,72.3404255319149,1.06382978723404,8.51063829787234,4.25531914893617,1.59574468085106,9.57446808510638,6.91489361702128,1.06382978723404,0,0.531914893617021,0.531914893617021
"E00004135",143,3,92,9,19,4,2,15,5,0,3,6,0,2.0979020979021,64.3356643356643,6.29370629370629,13.2867132867133,2.7972027972028,1.3986013986014,10.4895104895105,3.4965034965035,0,2.0979020979021,4.1958041958042,0
"E00004136",228,5,159,1,26,9,5,7,27,0,4,11,0,2.19298245614035,69.7368421052632,0.43859649122807,11.4035087719298,3.94736842105263,2.19298245614035,3.07017543859649,11.8421052631579,0,1.75438596491228,4.82456140350877,0
"E00004137",272,11,153,3,43,3,6,16,49,0,3,12,0,4.04411764705882,56.25,1.10294117647059,15.8088235294118,1.10294117647059,2.20588235294118,5.88235294117647,18.0147058823529,0,1.10294117647059,4.41176470588235,0
"E00004138",225,9,131,9,40,7,4,21,20,0,1,1,0,4,58.2222222222222,4,17.7777777777778,3.11111111111111,1.77777777777778,9.33333333333333,8.88888888888889,0,0.444444444444444,0.444444444444444,0
"E00004139",333,50,213,0,21,1,10,39,2,0,6,5,0,15.015015015015,63.963963963964,0,6.30630630630631,0.3003003003003,3.003003003003,11.7117117117117,0.600600600600601,0,1.8018018018018,1.5015015015015,0
"E00004140",206,2,127,7,41,5,0,8,24,0,2,9,0,0.970873786407767,61.6504854368932,3.39805825242718,19.9029126213592,2.42718446601942,0,3.88349514563107,11.6504854368932,0,0.970873786407767,4.36893203883495,0
"E00004141",188,2,142,12,20,2,4,6,9,0,1,12,0,1.06382978723404,75.531914893617,6.38297872340426,10.6382978723404,1.06382978723404,2.12765957446809,3.19148936170213,4.78723404255319,0,0.531914893617021,6.38297872340426,0
"E00004142",237,3,139,6,41,5,3,27,28,0,2,13,0,1.26582278481013,58.6497890295359,2.53164556962025,17.2995780590717,2.10970464135021,1.26582278481013,11.3924050632911,11.8143459915612,0,0.843881856540084,5.48523206751055,0
"E00004143",242,10,140,3,43,11,3,16,25,1,1,10,0,4.13223140495868,57.8512396694215,1.2396694214876,17.7685950413223,4.54545454545455,1.2396694214876,6.61157024793388,10.3305785123967,0.413223140495868,0.413223140495868,4.13223140495868,0
"E00004144",230,6,178,1,32,5,3,7,13,0,0,15,0,2.60869565217391,77.3913043478261,0.434782608695652,13.9130434782609,2.17391304347826,1.30434782608696,3.04347826086957,5.65217391304348,0,0,6.52173913043478,0
"E00004145",256,15,153,3,55,4,7,10,27,0,3,6,0,5.859375,59.765625,1.171875,21.484375,1.5625,2.734375,3.90625,10.546875,0,1.171875,2.34375,0
