"GeographyCode","KS204EW0001","KS204EW0002","KS204EW0003","KS204EW0004","KS204EW0005","KS204EW0006","KS204EW0007","KS204EW0008","KS204EW0009","KS204EW0010","KS204EW0011","KS204EW0012","KS204EW0013","KS204EW0014","KS204EW0015","KS204EW0016","KS204EW0017","KS204EW0018","KS204EW0019"
"E00004120",314,141,1,8,3,0,4,21,23,113,44.9044585987261,0.318471337579618,2.54777070063694,0.955414012738854,0,1.27388535031847,6.68789808917197,7.32484076433121,35.9872611464968
"E00004121",250,127,1,3,4,0,2,24,6,83,50.8,0.4,1.2,1.6,0,0.8,9.6,2.4,33.2
"E00004122",236,127,4,1,1,0,3,22,4,74,53.8135593220339,1.69491525423729,0.423728813559322,0.423728813559322,0,1.27118644067797,9.32203389830508,1.69491525423729,31.3559322033898
"E00004123",296,164,4,4,2,0,2,24,10,86,55.4054054054054,1.35135135135135,1.35135135135135,0.675675675675676,0,0.675675675675676,8.10810810810811,3.37837837837838,29.0540540540541
"E00004124",176,96,3,4,1,0,1,17,2,52,54.5454545454545,1.70454545454545,2.27272727272727,0.568181818181818,0,0.568181818181818,9.65909090909091,1.13636363636364,29.5454545454545
"E00004125",268,123,2,9,1,0,8,26,11,88,45.8955223880597,0.746268656716418,3.35820895522388,0.373134328358209,0,2.98507462686567,9.70149253731343,4.1044776119403,32.8358208955224
"E00004126",274,145,2,3,2,0,2,36,5,79,52.9197080291971,0.72992700729927,1.09489051094891,0.72992700729927,0,0.72992700729927,13.1386861313869,1.82481751824817,28.8321167883212
"E00004127",265,155,1,5,0,0,6,18,11,69,58.4905660377358,0.377358490566038,1.88679245283019,0,0,2.26415094339623,6.79245283018868,4.15094339622642,26.0377358490566
"E00004128",293,138,1,8,2,0,3,36,8,97,47.098976109215,0.341296928327645,2.73037542662116,0.68259385665529,0,1.02389078498294,12.2866894197952,2.73037542662116,33.1058020477816
"E00004129",265,126,2,5,3,0,3,27,9,90,47.5471698113208,0.754716981132076,1.88679245283019,1.13207547169811,0,1.13207547169811,10.188679245283,3.39622641509434,33.9622641509434
"E00004130",268,136,0,3,2,0,9,39,9,70,50.7462686567164,0,1.11940298507463,0.746268656716418,0,3.35820895522388,14.5522388059702,3.35820895522388,26.1194029850746
"E00004131",280,124,2,2,0,0,5,25,8,114,44.2857142857143,0.714285714285714,0.714285714285714,0,0,1.78571428571429,8.92857142857143,2.85714285714286,40.7142857142857
"E00004132",204,118,1,8,1,0,1,21,6,48,57.843137254902,0.490196078431373,3.92156862745098,0.490196078431373,0,0.490196078431373,10.2941176470588,2.94117647058824,23.5294117647059
"E00004133",255,130,0,3,3,0,4,28,8,79,50.9803921568627,0,1.17647058823529,1.17647058823529,0,1.56862745098039,10.9803921568627,3.13725490196078,30.9803921568627
"E00004134",188,113,0,1,1,0,3,10,3,57,60.1063829787234,0,0.531914893617021,0.531914893617021,0,1.59574468085106,5.31914893617021,1.59574468085106,30.3191489361702
"E00004135",143,66,1,5,2,0,6,14,8,41,46.1538461538462,0.699300699300699,3.4965034965035,1.3986013986014,0,4.1958041958042,9.79020979020979,5.59440559440559,28.6713286713287
"E00004136",228,123,0,3,2,0,0,20,9,71,53.9473684210526,0,1.31578947368421,0.87719298245614,0,0,8.7719298245614,3.94736842105263,31.140350877193
"E00004137",272,123,1,4,1,0,4,32,4,103,45.2205882352941,0.367647058823529,1.47058823529412,0.367647058823529,0,1.47058823529412,11.7647058823529,1.47058823529412,37.8676470588235
"E00004138",225,103,1,2,4,0,9,26,3,77,45.7777777777778,0.444444444444444,0.888888888888889,1.77777777777778,0,4,11.5555555555556,1.33333333333333,34.2222222222222
"E00004139",333,183,0,4,1,0,0,4,11,130,54.954954954955,0,1.2012012012012,0.3003003003003,0,0,1.2012012012012,3.3033033033033,39.039039039039
"E00004140",206,98,0,6,0,0,8,32,5,57,47.5728155339806,0,2.9126213592233,0,0,3.88349514563107,15.5339805825243,2.42718446601942,27.6699029126214
"E00004141",188,87,6,4,5,0,12,11,9,54,46.2765957446808,3.19148936170213,2.12765957446809,2.65957446808511,0,6.38297872340426,5.85106382978723,4.78723404255319,28.7234042553192
"E00004142",237,101,0,3,5,0,2,21,9,96,42.6160337552743,0,1.26582278481013,2.10970464135021,0,0.843881856540084,8.86075949367089,3.79746835443038,40.5063291139241
"E00004143",242,124,1,6,1,0,3,30,3,74,51.2396694214876,0.413223140495868,2.47933884297521,0.413223140495868,0,1.2396694214876,12.396694214876,1.2396694214876,30.5785123966942
"E00004144",230,142,0,5,3,0,0,23,5,52,61.7391304347826,0,2.17391304347826,1.30434782608696,0,0,10,2.17391304347826,22.6086956521739
"E00004145",256,118,0,8,2,0,2,35,8,83,46.09375,0,3.125,0.78125,0,0.78125,13.671875,3.125,32.421875
"E00004146",249,132,0,9,4,0,4,24,8,68,53.0120481927711,0,3.6144578313253,1.60642570281124,0,1.60642570281124,9.63855421686747,3.21285140562249,27.3092369477912
