Station,Year,Month,Day,Daily Rainfall Total (mm),Highest 30 min Rainfall (mm),Highest 60 min Rainfall (mm),Highest 120 min Rainfall (mm),Mean Temperature (°C),Maximum Temperature (°C),Minimum Temperature (°C),Mean Wind Speed (km/h),Max Wind Speed (km/h)
Changi,2021,10,1,    59.6,    25.6,    38.4,    46.2,    26.8,    30.6,    23.4,     7.9,    44.4
Changi,2021,10,2,     0.4,     0.4,     0.4,     0.4,    26.4,    29.1,    23.8,     5.9,    24.1
Changi,2021,10,3,     0.0,     0.0,     0.0,     0.0,    28.6,    32.8,    25.4,     7.2,    27.8
Changi,2021,10,4,     0.0,     0.0,     0.0,     0.0,    29.1,    32.5,    26.1,     7.5,    31.5
Changi,2021,10,5,     7.0,     7.0,     7.0,     7.0,    28.0,    29.7,    23.2,     6.0,    40.7
Changi,2021,10,6,     0.0,     0.0,     0.0,     0.0,    29.8,    33.8,    27.0,     8.4,    33.3
Changi,2021,10,7,     0.4,     0.4,     0.4,     0.4,    29.8,    33.7,    27.3,     9.0,    31.5
Changi,2021,10,8,     0.0,     0.0,     0.0,     0.0,    29.7,    32.8,    27.3,     9.5,    27.8
Changi,2021,10,9,     0.0,     0.0,     0.0,     0.0,    29.9,    33.3,    27.9,    11.1,    31.5
Changi,2021,10,10,    28.0,    18.0,    25.4,    27.4,    28.1,    31.9,    23.9,     8.5,    38.9
Changi,2021,10,11,     0.0,     0.0,     0.0,     0.0,    29.5,    32.7,    26.2,     6.7,    27.8
Changi,2021,10,12,     0.0,     0.0,     0.0,     0.0,    29.7,    33.0,    27.7,     7.3,    27.8
Changi,2021,10,13,     5.4,     5.4,     5.4,     5.4,    29.5,    32.7,    27.7,     8.1,    31.5
Changi,2021,10,14,     0.0,     0.0,     0.0,     0.0,    29.7,    32.6,    27.8,     9.9,    35.2
Changi,2021,10,15,     0.0,     0.0,     0.0,     0.0,    29.7,    33.2,    26.3,     9.0,    38.9
Changi,2021,10,16,     0.0,     0.0,     0.0,     0.0,    29.7,    32.8,    28.2,     9.4,    27.8
Changi,2021,10,17,     1.8,     0.8,     1.2,     1.4,    28.2,    33.0,    25.6,     6.6,    35.2
Changi,2021,10,18,     0.6,     0.6,     0.6,     0.6,    27.5,    30.4,    25.2,     5.4,    27.8
Changi,2021,10,19,     0.0,     0.0,     0.0,     0.0,    28.7,    32.3,    26.0,     7.8,    40.7
Changi,2021,10,20,    40.4,    20.6,    26.0,    32.0,    26.5,    30.7,    23.5,     8.5,    37.0
Changi,2021,10,21,     0.0,     0.0,     0.0,     0.0,    27.1,    32.1,    25.0,     6.0,    25.9
Changi,2021,10,22,     0.0,     0.0,     0.0,     0.0,    27.8,    32.3,    25.8,     5.2,    25.9
Changi,2021,10,23,     5.4,     5.2,     5.4,     5.4,    27.4,    31.5,    24.9,     5.2,    29.6
Changi,2021,10,24,     0.0,     0.0,     0.0,     0.0,    27.7,    33.3,    25.7,     5.6,    25.9
Changi,2021,10,25,    12.2,    11.6,    11.8,    12.2,    27.4,    31.7,    24.7,     4.8,    29.6
Changi,2021,10,26,     0.0,     0.0,     0.0,     0.0,    28.5,    33.1,    25.3,     5.9,    27.8
Changi,2021,10,27,     3.8,     3.8,     3.8,     3.8,    29.1,    33.1,    25.1,     7.3,    29.6
Changi,2021,10,28,     0.0,     0.0,     0.0,     0.0,    27.9,    29.8,    26.4,     7.3,    38.9
Changi,2021,10,29,     0.0,     0.0,     0.0,     0.0,    28.9,    32.2,    26.5,    10.1,    35.2
Changi,2021,10,30,     1.6,     0.6,     0.6,     0.8,    28.4,    32.3,    25.5,     7.7,    38.9
Changi,2021,10,31,    10.4,     4.0,     5.4,     6.0,    27.6,    32.8,    25.4,     4.6,    22.2
