Station,Year,Month,Day,Daily Rainfall Total (mm),Highest 30 min Rainfall (mm),Highest 60 min Rainfall (mm),Highest 120 min Rainfall (mm),Mean Temperature (°C),Maximum Temperature (°C),Minimum Temperature (°C),Mean Wind Speed (km/h),Max Wind Speed (km/h)
Changi,2021,11,1,    20.2,    13.4,    13.6,    17.2,    26.9,    32.3,    25.1,     4.7,    22.2
Changi,2021,11,2,    39.4,    19.6,    31.6,    35.2,    26.3,    32.4,    24.4,     5.4,    35.2
Changi,2021,11,3,     1.4,     0.6,     0.8,     1.0,    27.0,    30.8,    24.6,     5.2,    22.2
Changi,2021,11,4,    28.2,    25.8,    28.0,    28.0,    27.3,    32.7,    24.1,     5.2,    35.2
Changi,2021,11,5,     5.6,     1.4,     1.8,     2.4,    26.5,    31.8,    24.6,     5.2,    25.9
Changi,2021,11,6,     3.0,     2.8,     3.0,     3.0,    27.7,    32.5,    24.8,     4.2,    22.2
Changi,2021,11,7,    10.6,     5.4,     7.4,     9.6,    27.2,    31.4,    24.5,     5.9,    29.6
Changi,2021,11,8,     1.0,     0.4,     0.6,     1.0,    27.4,    29.4,    25.9,     4.6,    22.2
Changi,2021,11,9,    21.2,     7.0,    12.0,    18.2,    27.1,    32.8,    24.3,     5.6,    25.9
Changi,2021,11,10,    19.8,     5.2,     9.2,    14.6,    26.0,    28.7,    24.3,     6.2,    35.2
Changi,2021,11,11,     1.0,     0.4,     0.6,     0.8,    27.6,    32.0,    24.6,     7.7,    29.6
Changi,2021,11,12,     1.4,     0.8,     1.0,     1.2,    28.1,    33.4,    23.6,     6.9,    33.3
Changi,2021,11,13,     1.0,     0.8,     0.8,     0.8,    26.9,    29.0,    24.2,     6.1,    38.9
Changi,2021,11,14,     0.0,     0.0,     0.0,     0.0,    28.7,    32.9,    26.1,     5.3,    24.1
Changi,2021,11,15,     1.4,     0.8,     1.0,     1.2,    27.4,    31.3,    26.0,     6.3,    27.8
Changi,2021,11,16,     0.0,     0.0,     0.0,     0.0,    28.6,    33.2,    25.4,     8.6,    29.6
Changi,2021,11,17,     0.8,     0.8,     0.8,     0.8,    28.5,    32.6,    26.1,     6.3,    37.0
Changi,2021,11,18,    46.4,    20.2,    39.0,    46.4,    27.4,    30.9,    23.4,     4.3,    27.8
Changi,2021,11,19,     0.2,     0.2,     0.2,     0.2,    28.1,    32.1,    25.7,     5.1,    31.5
Changi,2021,11,20,     6.8,     3.4,     5.0,     5.4,    26.9,    29.4,    23.9,     5.0,    29.6
Changi,2021,11,21,    12.8,    10.2,    10.8,    11.6,    27.3,    32.8,    24.4,     4.7,    44.4
Changi,2021,11,22,     2.8,     2.2,     2.4,     2.8,    28.0,    31.9,    24.9,     5.3,    20.4
Changi,2021,11,23,     7.4,     4.6,     6.6,     7.2,    26.9,    31.7,    25.0,     4.9,    27.8
Changi,2021,11,24,    32.2,    19.0,    24.0,    28.2,    25.6,    27.5,    23.0,     3.5,    24.1
Changi,2021,11,25,     0.0,     0.0,     0.0,     0.0,    27.9,    32.8,    24.4,     5.6,    20.4
Changi,2021,11,26,     0.0,     0.0,     0.0,     0.0,    28.4,    32.6,    25.2,     7.2,    31.5
Changi,2021,11,27,    47.8,    31.0,    39.8,    45.8,    27.7,    33.0,    22.8,     6.3,    44.4
Changi,2021,11,28,     0.0,     0.0,     0.0,     0.0,    28.6,    32.5,    25.4,     5.4,    25.9
Changi,2021,11,29,     0.0,     0.0,     0.0,     0.0,    29.9,    33.9,    26.9,     7.6,    33.3
Changi,2021,11,30,     0.0,     0.0,     0.0,     0.0,    29.8,    33.9,    26.1,     6.3,    33.3
