Station,Year,Month,Day,Daily Rainfall Total (mm),Highest 30 min Rainfall (mm),Highest 60 min Rainfall (mm),Highest 120 min Rainfall (mm),Mean Temperature (°C),Maximum Temperature (°C),Minimum Temperature (°C),Mean Wind Speed (km/h),Max Wind Speed (km/h)
Changi,2020,4,1,     0.0,     0.0,     0.0,     0.0,    29.3,    32.7,    26.4,     9.9,-
Changi,2020,4,2,    29.6,    24.0,    29.2,    29.6,    28.8,    34.6,    25.1,     9.1,    38.9
Changi,2020,4,3,    27.4,    21.2,    26.6,    27.0,    28.5,    32.8,    24.0,     9.5,    37.0
Changi,2020,4,4,     0.0,     0.0,     0.0,     0.0,    29.5,    34.0,    26.7,    10.3,    31.5
Changi,2020,4,5,     0.0,     0.0,     0.0,     0.0,    29.2,    33.1,    26.7,     8.3,    42.6
Changi,2020,4,6,     0.0,     0.0,     0.0,     0.0,    28.6,    31.0,    26.6,     7.3,    24.1
Changi,2020,4,7,    10.8,     2.6,     4.4,     7.4,    27.9,    32.6,    23.8,     7.3,    25.9
Changi,2020,4,8,    16.8,    14.2,    16.8,    16.8,    28.1,    33.1,    23.8,     7.9,    37.0
Changi,2020,4,9,     0.0,     0.0,     0.0,     0.0,    28.8,    33.2,    25.7,    10.0,    29.6
Changi,2020,4,10,     0.0,     0.0,     0.0,     0.0,    28.8,    32.7,    25.5,     9.4,    29.6
Changi,2020,4,11,     0.0,     0.0,     0.0,     0.0,    28.8,    32.0,    26.8,     8.2,    29.6
Changi,2020,4,12,     0.0,     0.0,     0.0,     0.0,    28.7,    32.9,    26.6,     7.9,    31.5
Changi,2020,4,13,     0.0,     0.0,     0.0,     0.0,    29.5,    33.7,    27.1,     8.4,-
Changi,2020,4,14,     0.0,     0.0,     0.0,     0.0,    29.6,    33.2,    27.4,    11.8,    37.0
Changi,2020,4,15,     0.0,     0.0,     0.0,     0.0,    29.6,    33.7,    26.7,     9.9,    31.5
Changi,2020,4,16,     0.0,     0.0,     0.0,     0.0,    29.5,    33.7,    26.8,    10.8,    29.6
Changi,2020,4,17,     0.0,     0.0,     0.0,     0.0,    29.4,    33.0,    26.6,     8.9,    29.6
Changi,2020,4,18,     0.0,     0.0,     0.0,     0.0,    29.5,    33.6,    26.4,     9.0,    29.6
Changi,2020,4,19,     0.0,     0.0,     0.0,     0.0,    30.0,    33.9,    26.9,    11.3,    35.2
Changi,2020,4,20,     0.0,     0.0,     0.0,     0.0,    30.2,    34.3,    27.4,    12.0,    31.5
Changi,2020,4,21,     0.8,     0.4,     0.4,     0.4,    29.5,    33.5,    27.4,     7.6,    25.9
Changi,2020,4,22,     0.0,     0.4,     0.4,     0.4,    30.0,    34.3,    27.5,    10.2,    31.5
Changi,2020,4,23,     0.0,     0.0,     0.0,     0.0,    28.9,    32.9,    26.9,     6.3,    33.3
Changi,2020,4,24,     3.4,     1.6,     2.4,     3.4,    28.0,    34.1,    25.2,     7.3,    33.3
Changi,2020,4,25,     2.4,     1.6,     2.2,     2.4,    27.8,    33.0,    25.1,     6.1,    31.5
Changi,2020,4,26,     4.4,     3.4,     4.0,     4.0,    27.6,    31.8,    26.3,     4.5,    18.5
Changi,2020,4,27,     1.6,     1.0,     1.4,     1.6,    27.5,    30.9,    25.6,     5.7,    33.3
Changi,2020,4,28,    27.6,    23.6,    27.6,    27.6,    28.2,    33.1,    24.5,     5.1,    35.2
Changi,2020,4,29,    11.4,     9.0,     9.0,    11.4,    28.4,    31.9,    24.7,     7.3,    29.6
Changi,2020,4,30,    51.8,    13.4,    24.2,    29.6,    27.3,    31.9,    24.9,     5.6,    29.6
