Station,Year,Month,Day,Daily Rainfall Total (mm),Highest 30 min Rainfall (mm),Highest 60 min Rainfall (mm),Highest 120 min Rainfall (mm),Mean Temperature (°C),Maximum Temperature (°C),Minimum Temperature (°C),Mean Wind Speed (km/h),Max Wind Speed (km/h)
Changi,2021,5,1,     0.2,     0.2,     0.2,     0.2,    28.4,    31.9,    25.8,     8.8,    29.6
Changi,2021,5,2,     0.0,     0.2,     0.2,     0.2,    29.4,    33.4,    26.1,     9.3,    31.5
Changi,2021,5,3,     0.0,     0.0,     0.0,     0.0,    29.5,    33.5,    27.1,     8.2,    35.2
Changi,2021,5,4,     0.0,     0.0,     0.0,     0.0,    29.4,    33.2,    26.4,     7.4,    24.1
Changi,2021,5,5,     0.0,     0.0,     0.0,     0.0,    28.1,    32.3,    26.1,     6.2,    31.5
Changi,2021,5,6,    23.2,    21.0,    21.4,    22.6,    27.5,    31.1,    24.3,     3.5,    33.3
Changi,2021,5,7,     0.2,     0.2,     0.2,     0.2,    28.5,    32.8,    26.2,     6.5,    25.9
Changi,2021,5,8,     0.0,     0.2,     0.2,     0.2,    28.2,    30.9,    26.4,     4.9,    22.2
Changi,2021,5,9,     6.8,     6.4,     6.4,     6.6,    27.8,    33.1,    26.2,     5.5,    31.5
Changi,2021,5,10,     0.0,     0.0,     0.0,     0.0,    29.3,    33.6,    26.3,     8.3,    33.3
Changi,2021,5,11,     0.0,     0.0,     0.0,     0.0,    29.7,    33.6,    25.9,    10.0,    38.9
Changi,2021,5,12,    34.8,    19.8,    30.8,    34.8,    28.0,    31.6,    24.9,     6.8,    29.6
Changi,2021,5,13,     0.0,     0.0,     0.0,     0.0,    29.0,    32.6,    26.1,     6.8,    25.9
Changi,2021,5,14,    39.8,    32.8,    38.4,    39.6,    28.4,    30.6,    25.0,     3.5,    22.2
Changi,2021,5,15,    20.6,    12.2,    13.6,    18.4,    28.0,    31.1,    24.7,     6.6,    35.2
Changi,2021,5,16,     0.0,     0.0,     0.0,     0.0,    29.3,    33.4,    26.5,     6.8,    35.2
Changi,2021,5,17,     5.6,     5.0,     5.6,     5.6,    28.6,    30.9,    22.9,     6.0,    35.2
Changi,2021,5,18,    25.8,    12.4,    13.4,    13.6,    26.4,    28.7,    23.0,     6.4,    25.9
Changi,2021,5,19,     3.0,     2.8,     3.0,     3.0,    27.7,    30.0,    25.8,     4.3,    14.8
Changi,2021,5,20,     0.0,     0.0,     0.0,     0.0,    28.8,    31.8,    25.7,     5.5,    24.1
Changi,2021,5,21,    49.8,    27.8,    42.2,    49.4,    27.8,    32.6,    24.3,     6.8,    35.2
Changi,2021,5,22,     0.0,     0.0,     0.0,     0.0,    27.8,    30.3,    26.0,     6.3,    27.8
Changi,2021,5,23,     0.0,     0.0,     0.0,     0.0,    29.5,    32.3,    27.1,     7.3,    25.9
Changi,2021,5,24,     0.0,     0.0,     0.0,     0.0,    29.8,    33.3,    27.5,     9.3,    29.6
Changi,2021,5,25,     0.0,     0.0,     0.0,     0.0,    30.0,    32.8,    28.1,    13.8,    40.7
Changi,2021,5,26,     0.0,     0.0,     0.0,     0.0,    29.6,    32.4,    27.9,    10.3,    29.6
Changi,2021,5,27,     1.0,     1.0,     1.0,     1.0,    29.4,    33.2,    27.4,     7.3,    27.8
Changi,2021,5,28,     0.0,     0.0,     0.0,     0.0,    29.2,    33.4,    26.5,     7.6,    31.5
Changi,2021,5,29,    35.0,    27.8,    34.4,    35.0,    28.3,    30.6,    24.7,     7.5,    35.2
Changi,2021,5,30,     0.0,     0.0,     0.0,     0.0,    29.1,    33.5,    26.9,     5.6,    33.3
Changi,2021,5,31,     0.0,     0.0,     0.0,     0.0,    29.3,    31.9,    27.4,     7.3,    33.3
