Station,Year,Month,Day,Daily Rainfall Total (mm),Highest 30 min Rainfall (mm),Highest 60 min Rainfall (mm),Highest 120 min Rainfall (mm),Mean Temperature (°C),Maximum Temperature (°C),Minimum Temperature (°C),Mean Wind Speed (km/h),Max Wind Speed (km/h)
Changi,2020,10,1,     0.6,     0.6,     0.6,     0.6,    27.1,    30.9,    26.0,     5.6,    27.8
Changi,2020,10,2,     0.0,     0.0,     0.0,     0.0,    27.8,    31.7,    25.0,     6.6,    31.5
Changi,2020,10,3,     4.2,     2.4,     2.6,     4.0,    27.8,    32.0,    24.6,    10.3,    33.3
Changi,2020,10,4,     0.0,     0.0,     0.0,     0.0,    28.6,    30.9,    27.2,     5.3,    22.2
Changi,2020,10,5,     0.0,     0.0,     0.0,     0.0,    29.0,    32.3,    26.6,     6.0,    24.1
Changi,2020,10,6,     0.0,     0.0,     0.0,     0.0,    28.6,    31.9,    26.7,     7.9,    27.8
Changi,2020,10,7,     3.8,     2.4,     3.2,     3.8,    28.7,    32.9,    25.0,     7.5,    31.5
Changi,2020,10,8,     4.2,     1.8,     2.6,     3.4,    27.9,    33.2,    25.5,     8.4,    35.2
Changi,2020,10,9,     0.0,     0.0,     0.0,     0.0,    27.9,    29.7,    26.5,     6.6,    24.1
Changi,2020,10,10,    19.0,    16.2,    18.0,    18.8,    27.5,    29.1,    23.2,     5.6,    42.6
Changi,2020,10,11,     0.0,     0.0,     0.0,     0.0,    27.8,    31.0,    25.4,     8.5,    33.3
Changi,2020,10,12,     0.0,     0.0,     0.0,     0.0,    28.5,    30.8,    27.1,    12.9,    37.0
Changi,2020,10,13,     0.0,     0.0,     0.0,     0.0,    29.0,    31.6,    26.8,     6.2,    27.8
Changi,2020,10,14,     2.6,     2.6,     2.6,     2.6,    28.9,    31.3,    25.4,     7.6,    35.2
Changi,2020,10,15,     2.0,     1.0,     1.2,     2.0,    28.4,    32.2,    25.0,     8.4,    31.5
Changi,2020,10,16,     0.6,     0.4,     0.4,     0.4,    29.0,    32.7,    25.0,     8.4,    35.2
Changi,2020,10,17,     0.0,     0.0,     0.0,     0.0,    29.7,    33.6,    27.5,     9.4,    33.3
Changi,2020,10,18,     1.2,     0.6,     0.6,     1.2,    28.2,    30.6,    24.6,     9.5,    42.6
Changi,2020,10,19,     0.0,     0.0,     0.0,     0.0,    28.8,    31.8,    26.6,     7.2,    25.9
Changi,2020,10,20,     0.0,     0.0,     0.0,     0.0,    27.9,    30.2,    26.0,     6.5,    25.9
Changi,2020,10,21,     4.4,     2.4,     2.4,     2.4,    28.5,    33.5,    25.1,     6.9,    25.9
Changi,2020,10,22,     3.0,     1.0,     1.8,     2.6,    27.7,    31.6,    24.8,     9.1,    37.0
Changi,2020,10,23,     0.0,     0.0,     0.0,     0.0,    28.7,    31.5,    27.1,     5.5,    18.5
Changi,2020,10,24,     0.4,     0.4,     0.4,     0.4,    27.8,    29.6,    26.4,     5.6,    18.5
Changi,2020,10,25,    14.0,    10.2,    11.6,    12.8,    28.4,    33.7,    22.2,     6.1,    44.4
Changi,2020,10,26,     1.2,     0.6,     0.6,     0.8,    27.1,    28.9,    24.6,     4.4,    29.6
Changi,2020,10,27,     0.0,     0.0,     0.0,     0.0,    29.6,    34.1,    26.4,     5.4,    31.5
Changi,2020,10,28,     8.0,     7.8,     7.8,     7.8,    27.7,    29.0,    25.3,     4.8,    20.4
Changi,2020,10,29,     0.0,     0.0,     0.0,     0.0,    28.3,    32.4,    26.3,     8.6,    31.5
Changi,2020,10,30,     0.0,     0.0,     0.0,     0.0,    28.5,    32.4,    25.4,     8.3,    31.5
Changi,2020,10,31,     9.6,     9.0,     9.4,     9.4,    27.7,    33.2,    24.5,     7.1,    35.2
