Station,Year,Month,Day,Daily Rainfall Total (mm),Highest 30 min Rainfall (mm),Highest 60 min Rainfall (mm),Highest 120 min Rainfall (mm),Mean Temperature (°C),Maximum Temperature (°C),Minimum Temperature (°C),Mean Wind Speed (km/h),Max Wind Speed (km/h)
Changi,2021,7,1,     2.2,     2.0,     2.0,     2.2,    29.2,    32.4,    27.5,    10.6,    38.9
Changi,2021,7,2,     0.0,     0.0,     0.0,     0.0,    28.9,    33.0,    26.8,     6.6,    35.2
Changi,2021,7,3,    25.4,    23.4,    24.8,    25.2,    28.0,    32.7,    23.5,     5.9,    51.9
Changi,2021,7,4,     3.0,     0.6,     1.0,     1.4,    26.3,    28.6,    24.0,     4.4,    31.5
Changi,2021,7,5,     1.6,     1.6,     1.6,     1.6,    28.1,    30.5,    26.1,     6.7,    42.6
Changi,2021,7,6,     0.0,     0.0,     0.0,     0.0,    28.2,    30.5,    26.4,     4.8,    24.1
Changi,2021,7,7,     0.0,     0.0,     0.0,     0.0,    28.5,    31.6,    26.3,     7.3,    35.2
Changi,2021,7,8,     0.0,     0.0,     0.0,     0.0,    29.3,    32.5,    26.7,     9.3,    33.3
Changi,2021,7,9,     0.0,     0.0,     0.0,     0.0,    29.3,    32.5,    27.2,    11.0,    35.2
Changi,2021,7,10,    11.2,     3.0,     4.6,     8.2,    26.4,    28.2,    24.4,     5.3,    33.3
Changi,2021,7,11,    21.8,    17.0,    19.4,    19.4,    26.6,    30.3,    23.4,     5.5,    51.9
Changi,2021,7,12,    43.2,    16.0,    23.6,    39.2,    26.5,    32.6,    23.7,     5.9,    37.0
Changi,2021,7,13,    75.0,    30.8,    48.8,    54.4,    25.1,    27.1,    23.2,     7.5,    35.2
Changi,2021,7,14,     0.4,     0.2,     0.2,     0.2,    27.0,    28.9,    24.7,     7.8,    33.3
Changi,2021,7,15,     0.0,     0.0,     0.0,     0.0,    28.5,    32.2,    25.2,     9.1,    27.8
Changi,2021,7,16,     0.0,     0.0,     0.0,     0.0,    29.6,    32.8,    27.8,    13.7,    37.0
Changi,2021,7,17,     0.0,     0.0,     0.0,     0.0,    29.3,    32.3,    27.3,    11.7,    31.5
Changi,2021,7,18,     0.0,     0.0,     0.0,     0.0,    29.5,    32.5,    27.1,     9.2,    33.3
Changi,2021,7,19,     0.2,     0.2,     0.2,     0.2,    28.6,    31.7,    27.2,     7.2,    29.6
Changi,2021,7,20,     0.0,     0.0,     0.0,     0.0,    29.5,    32.6,    26.6,     7.8,    27.8
Changi,2021,7,21,     0.0,     0.0,     0.0,     0.0,    29.6,    32.7,    27.3,    11.3,    33.3
Changi,2021,7,22,     0.0,     0.0,     0.0,     0.0,    29.8,    32.9,    27.3,    11.3,    35.2
Changi,2021,7,23,     2.2,     0.6,     1.0,     1.4,    29.0,    33.0,    25.9,     7.6,    46.3
Changi,2021,7,24,     0.0,     0.0,     0.0,     0.8,    29.3,    33.2,    26.8,    10.3,    29.6
Changi,2021,7,25,     0.0,     0.0,     0.0,     0.0,    29.9,    32.9,    27.5,    12.5,    33.3
Changi,2021,7,26,     0.0,     0.0,     0.0,     0.0,    29.6,    32.4,    27.6,    11.7,    31.5
Changi,2021,7,27,     0.0,     0.0,     0.0,     0.0,    29.5,    32.1,    27.3,     9.0,    37.0
Changi,2021,7,28,     0.0,     0.0,     0.0,     0.0,    29.6,    33.1,    27.4,    11.8,    33.3
Changi,2021,7,29,     0.0,     0.0,     0.0,     0.0,    29.8,    32.8,    27.7,    12.0,    37.0
Changi,2021,7,30,     0.0,     0.0,     0.0,     0.0,    30.1,    33.4,    28.1,    11.3,    31.5
Changi,2021,7,31,     9.6,     9.6,     9.6,     9.6,    28.6,    31.0,    23.8,     9.3,    44.4
