Station,Year,Month,Day,Daily Rainfall Total (mm),Highest 30 min Rainfall (mm),Highest 60 min Rainfall (mm),Highest 120 min Rainfall (mm),Mean Temperature (°C),Maximum Temperature (°C),Minimum Temperature (°C),Mean Wind Speed (km/h),Max Wind Speed (km/h)
Changi,2020,6,1,    32.4,    20.2,-,-,    26.6,    29.5,    24.7,     5.9,    31.5
Changi,2020,6,2,     0.2,     0.2,-,-,    28.5,    33.0,    25.3,     5.9,    33.3
Changi,2020,6,3,    16.6,    10.6,    12.2,    15.2,    28.7,    31.7,    24.0,     8.6,    33.3
Changi,2020,6,4,     6.0,     3.2,     5.0,     5.8,    28.3,    32.9,    24.9,     8.1,    33.3
Changi,2020,6,5,    41.0,-,-,-,    27.6,    31.1,    24.1,     7.6,    33.3
Changi,2020,6,6,     4.2,-,-,-,    27.6,    29.1,    25.0,     6.3,    33.3
Changi,2020,6,7,     0.0,     0.0,     0.0,     0.0,    29.5,    32.8,    27.6,     7.2,    35.2
Changi,2020,6,8,     8.6,     7.0,     7.0,     7.0,    28.8,    32.9,    25.0,     6.5,    33.3
Changi,2020,6,9,     0.0,     0.0,     0.0,     0.0,    29.7,    32.6,    27.0,    12.3,    33.3
Changi,2020,6,10,    13.4,    11.0,    12.6,    13.4,    29.4,    32.4,    24.2,    14.4,    50.0
Changi,2020,6,11,     0.0,     0.0,     0.0,     0.0,    28.8,    33.0,    25.7,     8.0,    27.8
Changi,2020,6,12,     0.0,     0.0,     0.0,     0.0,    29.1,    31.6,    27.2,-,    25.9
Changi,2020,6,13,     8.6,     2.4,     4.2,     6.2,    26.2,    27.7,    25.0,     6.4,    25.9
Changi,2020,6,14,     1.4,     1.4,     1.4,     1.4,    28.1,    32.1,    25.3,     6.6,    42.6
Changi,2020,6,15,     0.0,     0.0,     0.0,     0.0,    29.7,    32.3,    27.5,    10.8,    35.2
Changi,2020,6,16,     0.8,     0.4,     0.6,     0.6,    28.4,    31.2,    26.7,     6.6,    25.9
Changi,2020,6,17,     5.4,     3.0,     4.0,     4.2,    27.1,    29.6,    25.5,     5.0,    27.8
Changi,2020,6,18,     8.2,     5.8,     7.0,     7.2,    27.5,    30.6,    25.2,     5.0,    22.2
Changi,2020,6,19,     2.4,     1.0,     1.6,     2.4,    27.7,    31.6,    25.2,     5.9,    31.5
Changi,2020,6,20,    29.8,    11.0,    16.6,    21.6,    26.5,    29.0,    23.7,     5.9,    37.0
Changi,2020,6,21,     2.0,     0.8,     0.8,     1.6,    26.6,    27.8,    24.9,     4.4,    24.1
Changi,2020,6,22,    10.2,     3.8,     6.2,     8.2,    26.9,    29.8,    23.9,     5.9,    37.0
Changi,2020,6,23,    30.2,     9.2,    11.4,    14.4,    26.4,    27.5,    23.7,     7.5,    29.6
Changi,2020,6,24,     3.2,     1.6,     1.8,     2.4,    26.7,    27.8,    25.2,     9.2,    31.5
Changi,2020,6,25,     0.0,     0.0,     0.0,     0.0,    28.1,    31.4,    25.7,     9.3,    27.8
Changi,2020,6,26,     0.0,     0.0,     0.0,     0.0,    28.6,    32.0,    26.4,     8.1,    38.9
Changi,2020,6,27,     0.0,     0.0,     0.0,     0.0,    29.3,    31.8,    28.1,    13.4,    35.2
Changi,2020,6,28,     0.8,     0.8,     0.8,     0.8,    29.2,    31.6,    26.8,    12.5,    42.6
Changi,2020,6,29,     8.4,     7.4,     7.6,     7.6,    28.9,    31.3,    26.4,    11.9,    33.3
Changi,2020,6,30,     0.0,     0.0,     0.0,     0.0,    29.0,    32.1,    26.3,    12.0,    35.2
