Station,Year,Month,Day,Daily Rainfall Total (mm),Highest 30 min Rainfall (mm),Highest 60 min Rainfall (mm),Highest 120 min Rainfall (mm),Mean Temperature (°C),Maximum Temperature (°C),Minimum Temperature (°C),Mean Wind Speed (km/h),Max Wind Speed (km/h)
Changi,2020,5,1,    22.4,    13.4,    22.6,    28.8,    26.5,    31.3,    24.4,     6.3,    29.6
Changi,2020,5,2,     0.0,     0.0,     0.0,     0.0,    28.2,    32.9,    25.6,     5.3,    27.8
Changi,2020,5,3,     1.0,     0.2,     0.4,     0.6,    28.5,    32.0,    26.2,     5.5,    18.5
Changi,2020,5,4,     5.2,     4.8,     5.0,     5.0,    27.8,    30.4,    26.3,     5.0,    22.2
Changi,2020,5,5,    31.0,    30.2,    31.0,    31.0,    28.1,    34.5,    24.6,     5.9,    35.2
Changi,2020,5,6,    15.2,     9.0,    13.6,    15.2,    28.1,    30.8,    23.6,     5.9,    42.6
Changi,2020,5,7,     0.0,     0.0,     0.0,     0.0,    29.6,    33.4,    27.0,     5.9,    25.9
Changi,2020,5,8,    53.8,    29.6,    47.0,    53.8,    29.1,    33.9,    23.7,     7.9,    31.5
Changi,2020,5,9,     0.0,     0.0,     0.0,     0.0,    30.4,    33.6,    28.3,     9.3,    24.1
Changi,2020,5,10,     0.0,     0.0,     0.0,     0.0,    29.9,    31.9,    28.6,    14.7,    38.9
Changi,2020,5,11,    23.0,    15.6,    22.4,    22.8,    29.3,    31.9,    24.6,    11.7,    35.2
Changi,2020,5,12,     0.0,     0.0,     0.0,     0.0,    29.7,    32.4,    28.2,    12.0,    31.5
Changi,2020,5,13,    19.2,    12.0,    19.0,    19.2,    27.9,    29.8,    24.7,     5.9,    35.2
Changi,2020,5,14,     0.0,     0.0,     0.0,     0.0,    28.9,    32.8,    25.7,     7.6,    46.3
Changi,2020,5,15,     0.0,     0.0,     0.0,     0.0,    29.7,    32.6,    27.1,     9.6,    29.6
Changi,2020,5,16,     0.0,     0.0,     0.0,     0.0,    29.9,    32.6,    27.9,    11.5,    35.2
Changi,2020,5,17,    29.8,    20.8,    21.4,    21.4,    28.5,    31.0,    25.0,     5.6,    38.9
Changi,2020,5,18,     0.2,     0.4,     2.2,     3.8,    29.0,    31.9,    25.9,     6.6,    29.6
Changi,2020,5,19,     4.0,     4.0,     4.0,     4.0,    29.8,    32.8,    27.9,     7.3,    24.1
Changi,2020,5,20,    16.2,    14.8,    16.2,    16.2,    28.8,    31.3,    24.9,     7.4,    29.6
Changi,2020,5,21,     0.0,     0.0,     0.0,     0.0,    29.3,    34.0,    26.7,     5.1,    25.9
Changi,2020,5,22,     4.6,     2.6,     3.0,     3.6,    28.1,    31.3,    25.6,     5.8,    33.3
Changi,2020,5,23,     6.8,     6.0,     6.2,     6.4,    27.8,    30.3,    25.4,     4.6,    22.2
Changi,2020,5,24,     0.0,     0.0,     0.0,     0.0,    29.2,    32.1,    26.6,     6.4,    24.1
Changi,2020,5,25,     0.0,     0.0,     0.0,     0.0,    30.1,    33.3,    27.3,     8.7,    37.0
Changi,2020,5,26,     2.0,     0.8,     1.6,     2.0,    29.9,    33.5,    23.8,     5.6,    35.2
Changi,2020,5,27,    21.2,    12.2,    14.0,    19.0,    27.7,    30.2,    24.0,     6.6,    25.9
Changi,2020,5,28,     0.0,     0.0,     0.0,     0.0,    29.4,    32.5,    27.2,    10.0,    35.2
Changi,2020,5,29,     0.0,     0.0,     0.0,     0.0,    29.4,    32.6,    28.0,     7.6,    24.1
Changi,2020,5,30,     0.0,     0.0,     0.0,     0.0,    28.9,    32.9,    27.0,     6.4,    29.6
Changi,2020,5,31,     0.0,     0.0,     0.0,     0.0,    28.8,    32.3,    26.7,     5.8,    33.3
