Station,Year,Month,Day,Daily Rainfall Total (mm),Highest 30 min Rainfall (mm),Highest 60 min Rainfall (mm),Highest 120 min Rainfall (mm),Mean Temperature (°C),Maximum Temperature (°C),Minimum Temperature (°C),Mean Wind Speed (km/h),Max Wind Speed (km/h)
Changi,2021,2,1,     0.0,     0.0,     0.0,     0.0,    26.9,    30.1,    24.6,    11.9,    35.2
Changi,2021,2,2,     0.0,     0.0,     0.0,     0.0,    26.9,    30.3,    25.4,    12.0,    35.2
Changi,2021,2,3,     0.0,     0.0,     0.0,     0.0,    27.0,    30.3,    25.1,    12.7,    38.9
Changi,2021,2,4,     0.0,     0.0,     0.0,     0.0,    26.7,    30.8,    24.5,    13.4,    40.7
Changi,2021,2,5,     0.0,     0.0,     0.0,     0.0,    26.8,    31.6,    23.7,    12.3,    37.0
Changi,2021,2,6,     0.0,     0.0,     0.0,     0.0,    27.6,    31.5,    25.6,    15.7,    38.9
Changi,2021,2,7,     0.0,     0.0,     0.0,     0.0,    27.6,    32.7,    24.6,    12.6,    35.2
Changi,2021,2,8,     0.0,     0.0,     0.0,     0.0,    27.6,    32.1,    24.7,    13.3,    37.0
Changi,2021,2,9,     0.0,     0.0,     0.0,     0.0,    27.7,    32.1,    25.0,    13.0,    33.3
Changi,2021,2,10,     0.0,     0.0,     0.0,     0.0,    27.4,    31.4,    25.2,    11.6,    33.3
Changi,2021,2,11,     0.6,     0.6,     0.6,     0.6,    27.6,    31.9,    25.1,    13.0,    31.5
Changi,2021,2,12,     0.4,     0.4,     0.4,     0.4,    27.5,    31.7,    25.6,    12.8,    37.0
Changi,2021,2,13,     0.0,     0.0,     0.0,     0.0,    27.7,    32.2,    25.5,    14.7,    35.2
Changi,2021,2,14,     0.0,     0.0,     0.0,     0.0,    27.1,    31.1,    25.2,    15.7,    37.0
Changi,2021,2,15,     0.0,     0.0,     0.0,     0.0,    27.0,    30.7,    24.7,    15.8,    38.9
Changi,2021,2,16,     0.0,     0.0,     0.0,     0.0,    26.6,    30.6,    24.4,    14.2,    35.2
Changi,2021,2,17,     0.0,     0.0,     0.0,     0.0,    27.0,    31.2,    24.4,    14.1,    37.0
Changi,2021,2,18,     0.0,     0.0,     0.0,     0.0,    26.9,    31.1,    24.1,    16.8,    42.6
Changi,2021,2,19,     0.0,     0.0,     0.0,     0.0,    27.1,    31.1,    25.1,    16.4,    42.6
Changi,2021,2,20,     0.0,     0.0,     0.0,     0.0,    27.2,    31.5,    25.3,    16.8,    38.9
Changi,2021,2,21,     0.0,     0.0,     0.0,     0.0,    27.2,    31.9,    24.9,    15.7,    37.0
Changi,2021,2,22,     0.0,     0.0,     0.0,     0.0,    27.2,    31.6,    24.8,    14.5,    37.0
Changi,2021,2,23,     0.0,     0.0,     0.0,     0.0,    27.1,    32.9,    24.1,    13.2,    31.5
Changi,2021,2,24,     0.0,     0.0,     0.0,     0.0,    26.7,    31.2,    24.0,    10.6,    29.6
Changi,2021,2,25,     0.0,     0.0,     0.0,     0.0,    27.4,    32.3,    24.1,     9.3,    25.9
Changi,2021,2,26,     0.0,     0.0,     0.0,     0.0,    27.6,    33.7,    24.2,     9.3,    35.2
Changi,2021,2,27,     0.0,     0.0,     0.0,     0.0,    28.2,    33.0,    25.2,     7.7,    27.8
Changi,2021,2,28,     0.0,     0.0,     0.0,     0.0,    28.3,    33.5,    25.4,    11.4,    29.6
