Station,Year,Month,Day,Daily Rainfall Total (mm),Highest 30 min Rainfall (mm),Highest 60 min Rainfall (mm),Highest 120 min Rainfall (mm),Mean Temperature (°C),Maximum Temperature (°C),Minimum Temperature (°C),Mean Wind Speed (km/h),Max Wind Speed (km/h)
Changi,2020,11,1,     0.0,     0.0,     0.0,     0.0,    27.9,    33.4,    25.1,     7.0,    25.9
Changi,2020,11,2,    48.2,    25.2,    33.6,    41.0,    26.7,    32.7,    24.0,     6.4,    35.2
Changi,2020,11,3,     0.0,     0.0,     0.0,     0.2,    27.6,    30.4,    25.3,     5.4,    20.4
Changi,2020,11,4,    64.2,    37.8,    46.4,    55.6,    25.4,    27.0,    23.3,     4.9,    40.7
Changi,2020,11,5,     0.0,     0.0,     0.0,     0.0,    28.0,    32.6,    24.7,     7.6,    24.1
Changi,2020,11,6,     0.0,     0.0,     0.0,     0.0,    28.7,    31.9,    26.3,     7.1,    24.1
Changi,2020,11,7,     5.2,     2.0,     2.8,     3.8,    26.0,    29.1,    24.3,     5.9,    38.9
Changi,2020,11,8,     0.2,     0.2,     0.2,     0.2,    26.7,    30.0,    24.4,     5.0,    27.8
Changi,2020,11,9,     3.8,     3.8,     3.8,     3.8,    26.7,    29.9,    25.4,     6.2,    27.8
Changi,2020,11,10,    10.8,     5.8,     6.8,     7.0,    26.6,    29.6,    24.4,     3.5,    18.5
Changi,2020,11,11,     0.0,     0.0,     0.0,     0.0,    28.3,    31.8,    24.9,     8.9,    31.5
Changi,2020,11,12,     0.0,     0.0,     0.0,     0.0,    29.3,    33.3,    27.3,    13.2,    31.5
Changi,2020,11,13,     0.0,     0.0,     0.0,     0.0,    29.1,    33.1,    26.4,     9.6,    29.6
Changi,2020,11,14,     4.6,     2.8,     3.6,     4.0,    28.0,    31.8,    25.8,     7.3,    27.8
Changi,2020,11,15,    19.2,     6.4,     7.4,     9.6,    27.4,    31.9,    24.8,    10.0,    38.9
Changi,2020,11,16,     8.6,     3.6,     4.6,     6.6,    27.6,    31.6,    25.0,     9.3,    38.9
Changi,2020,11,17,     0.8,     0.8,     0.8,     0.8,    27.3,    32.5,    25.6,     7.5,    29.6
Changi,2020,11,18,     0.0,     0.0,     0.0,     0.0,    28.5,    33.4,    24.9,     5.8,    22.2
Changi,2020,11,19,     0.8,     0.4,     0.4,     0.4,    27.3,    30.4,    25.5,     5.5,    24.1
Changi,2020,11,20,     0.2,     0.2,     0.2,     0.2,    27.9,    33.3,    25.7,     5.3,    25.9
Changi,2020,11,21,     7.6,     1.4,     2.2,     4.0,    26.7,    32.1,    24.5,     7.1,    29.6
Changi,2020,11,22,    17.4,    11.4,    15.0,    16.4,    26.2,    31.5,    23.8,     5.8,    35.2
Changi,2020,11,23,     7.4,     2.0,     3.4,     4.0,    26.1,    29.8,    24.1,     6.2,    29.6
Changi,2020,11,24,     0.2,     0.2,     0.2,     0.2,    26.1,    28.1,    24.8,     4.7,    16.7
Changi,2020,11,25,     0.0,     0.0,     0.0,     0.0,    26.6,    29.4,    25.1,     7.1,    20.4
Changi,2020,11,26,     5.4,     1.8,     3.0,     3.6,    26.2,    27.8,    25.2,     4.5,    16.7
Changi,2020,11,27,     0.0,     0.0,     0.0,     0.2,    27.2,    30.3,    25.2,     7.3,    22.2
Changi,2020,11,28,     4.2,     2.0,     3.4,     4.0,    26.5,    29.2,    23.7,     5.4,    29.6
Changi,2020,11,29,     0.0,     0.0,     0.0,     0.0,    27.6,    31.0,    25.4,     7.5,    24.1
Changi,2020,11,30,    11.8,    11.6,    11.8,    11.8,    27.2,    31.8,    24.6,     6.7,    24.1
