Station,Year,Month,Day,Daily Rainfall Total (mm),Highest 30 min Rainfall (mm),Highest 60 min Rainfall (mm),Highest 120 min Rainfall (mm),Mean Temperature (°C),Maximum Temperature (°C),Minimum Temperature (°C),Mean Wind Speed (km/h),Max Wind Speed (km/h)
Changi,2021,4,1,     0.0,     0.0,     0.0,     0.0,    30.4,    34.3,    26.9,     8.7,    35.2
Changi,2021,4,2,    11.4,     6.6,     9.6,    11.2,    28.6,    34.7,    24.8,     5.7,    25.9
Changi,2021,4,3,     2.0,     1.2,     1.2,     2.0,    27.8,    33.3,    26.0,     5.2,    37.0
Changi,2021,4,4,    42.0,    18.4,    24.6,    26.6,    27.0,    29.2,    23.8,     5.6,    29.6
Changi,2021,4,5,    33.8,    24.4,    31.4,    32.6,    27.0,    32.7,    24.5,     5.3,    42.6
Changi,2021,4,6,     0.0,     0.0,     0.0,     0.0,    28.4,    32.9,    25.1,     8.2,    31.5
Changi,2021,4,7,     0.0,     0.0,     0.0,     0.0,    29.2,    33.3,    26.1,     9.9,    35.2
Changi,2021,4,8,    33.0,    19.6,    30.2,    30.8,    27.8,    33.1,    24.6,     6.1,    31.5
Changi,2021,4,9,     0.2,     0.2,     0.2,     0.2,    28.5,    32.2,    24.9,     8.5,    31.5
Changi,2021,4,10,     0.0,     0.0,     0.0,     0.0,    29.2,    33.2,    26.1,     9.7,    31.5
Changi,2021,4,11,     0.0,     0.0,     0.0,     0.0,    29.2,    33.3,    26.6,     9.5,    29.6
Changi,2021,4,12,    12.4,    12.2,    12.2,    12.2,    28.5,    32.7,    23.2,     9.9,    31.5
Changi,2021,4,13,     0.0,     0.0,     0.0,     0.0,    28.8,    32.1,    26.7,     7.3,    24.1
Changi,2021,4,14,     0.0,     0.0,     0.0,     0.0,    28.5,    32.5,    24.6,     6.3,    25.9
Changi,2021,4,15,    18.4,    12.6,    15.6,    16.4,    26.8,    32.5,    23.5,     5.4,    27.8
Changi,2021,4,16,     0.2,     0.2,     0.2,     0.2,    27.7,    30.4,    25.5,     3.4,    18.5
Changi,2021,4,17,    83.8,    21.8,    42.6,    69.2,    25.8,    31.2,    23.1,     5.0,    31.5
Changi,2021,4,18,     0.0,     0.0,     0.0,     0.0,    28.0,    32.6,    24.5,     6.0,    22.2
Changi,2021,4,19,     0.0,     0.0,     0.0,     0.0,    28.4,    32.6,    26.0,     5.5,    24.1
Changi,2021,4,20,     0.0,     0.0,     0.0,     0.0,    29.0,    32.8,    25.6,     7.2,    31.5
Changi,2021,4,21,     0.0,     0.0,     0.0,     0.0,    29.1,    32.8,    27.1,     7.4,    31.5
Changi,2021,4,22,    10.8,     8.0,     9.6,    10.6,    27.2,    31.1,    25.2,     5.6,    22.2
Changi,2021,4,23,     0.0,     0.2,     0.2,     0.2,    29.1,    33.1,    26.0,     5.6,    29.6
Changi,2021,4,24,    32.0,    15.0,    15.4,    16.4,    26.4,    28.1,    23.5,     4.3,    35.2
Changi,2021,4,25,     0.0,     0.0,     0.0,     0.0,    28.8,    32.6,    25.2,     7.7,    25.9
Changi,2021,4,26,     8.8,     8.0,     8.8,     8.8,    28.3,    32.9,    25.1,     6.6,    38.9
Changi,2021,4,27,     1.6,     1.6,     1.6,     1.6,    27.7,    31.7,    25.7,     5.3,    24.1
Changi,2021,4,28,     0.0,     0.0,     0.0,     0.0,    28.4,    32.7,    25.2,     7.3,    27.8
Changi,2021,4,29,     0.0,     0.0,     0.0,     0.0,    29.0,    33.4,    26.5,     8.9,    37.0
Changi,2021,4,30,     0.0,     0.0,     0.0,     0.0,    28.7,    32.7,    26.3,     8.0,    33.3
