Station,Year,Month,Day,Daily Rainfall Total (mm),Highest 30 min Rainfall (mm),Highest 60 min Rainfall (mm),Highest 120 min Rainfall (mm),Mean Temperature (°C),Maximum Temperature (°C),Minimum Temperature (°C),Mean Wind Speed (km/h),Max Wind Speed (km/h)
Changi,2020,9,1,     1.2,     1.2,     1.2,     1.2,    28.3,    31.7,    25.4,    10.0,    40.7
Changi,2020,9,2,     0.2,     0.2,     0.2,     0.2,    28.6,    31.5,    27.3,    10.1,    29.6
Changi,2020,9,3,     0.8,     0.6,     0.6,     0.6,    27.6,    30.7,    26.5,     5.9,    24.1
Changi,2020,9,4,     0.0,     0.0,     0.0,     0.0,    27.6,    31.9,    25.7,     7.2,    29.6
Changi,2020,9,5,    32.8,     9.8,    14.0,    18.4,    25.5,    26.3,    23.4,     5.6,    27.8
Changi,2020,9,6,    25.6,    22.4,    24.6,    25.6,    26.5,    31.4,    22.8,     5.6,    40.7
Changi,2020,9,7,     0.0,     0.0,     0.0,     0.0,    28.1,    31.7,    25.4,     9.6,    35.2
Changi,2020,9,8,     0.0,     0.0,     0.0,     0.0,    28.4,    32.0,    26.7,    11.3,    42.6
Changi,2020,9,9,     0.0,     0.0,     0.0,     0.0,    28.5,    32.2,    26.6,     7.6,    31.5
Changi,2020,9,10,     0.8,     0.4,     0.4,     0.4,    28.0,    30.7,    25.3,     7.3,    29.6
Changi,2020,9,11,     3.2,     0.8,     1.2,     1.6,    27.5,    32.2,    24.6,     7.6,    29.6
Changi,2020,9,12,     7.4,     3.0,     3.2,     4.2,    26.3,    30.6,    24.1,     5.6,    38.9
Changi,2020,9,13,    17.0,     4.2,     6.6,    10.4,    25.0,    27.6,    22.7,     6.9,    57.4
Changi,2020,9,14,    11.4,     5.6,     9.6,    10.4,    25.6,    29.1,    24.0,     7.6,    44.4
Changi,2020,9,15,     0.0,     0.0,     0.0,     0.0,    27.7,    31.3,    24.8,     7.2,    29.6
Changi,2020,9,16,     9.6,     4.8,     7.2,     9.0,    26.7,    30.1,    21.9,     9.3,    46.3
Changi,2020,9,17,     0.0,     0.0,     0.0,     0.0,    28.0,    33.2,    25.6,     9.2,    44.4
Changi,2020,9,18,     0.0,     0.0,     0.0,     0.0,    29.0,    32.5,    26.5,    11.5,    33.3
Changi,2020,9,19,     0.0,     0.0,     0.0,     0.0,    28.6,    32.4,    24.7,     8.5,    33.3
Changi,2020,9,20,     2.6,     2.6,     2.6,     2.6,    28.7,    31.3,    24.9,     9.3,    27.8
Changi,2020,9,21,     4.6,     2.2,     2.6,     3.2,    26.3,    29.0,    25.2,     5.9,    27.8
Changi,2020,9,22,     0.0,     0.2,     0.2,     0.2,    27.6,    31.7,    25.2,     6.9,    27.8
Changi,2020,9,23,     0.0,     0.0,     0.0,     0.0,    28.6,    32.9,    25.7,     8.0,    42.6
Changi,2020,9,24,     0.2,     0.2,     0.2,     0.2,    28.4,    31.5,    25.2,     7.8,    31.5
Changi,2020,9,25,     0.8,     0.6,     0.6,     0.6,    28.4,    32.8,    23.9,     7.9,    55.6
Changi,2020,9,26,    25.2,     9.0,    10.4,    13.0,    26.2,    28.8,    23.6,     7.2,    29.6
Changi,2020,9,27,     4.2,     1.4,     2.4,     3.8,    26.7,    29.3,    23.6,     6.6,    24.1
Changi,2020,9,28,     0.0,     0.0,     0.0,     0.0,    28.3,    31.7,    26.9,     7.6,    37.0
Changi,2020,9,29,     2.6,     1.8,     2.0,     2.0,    27.2,    29.3,    24.4,     8.6,    44.4
Changi,2020,9,30,     0.0,     0.0,     0.0,     0.0,    28.1,    32.6,    25.3,     9.0,    37.0
